Job_ID,Job_Title,Industry,Location,Work_Type,Experience_Level,Required_Skills,Min_Salary_INR,Max_Salary_INR,Posting_Date
JOB-204745,Marketing Manager,Marketing,Gurugram,On-Site,Mid-Level,Digital Marketing,1078681,1435082,2026-04-09
JOB-204746,Healthcare Administrator,Healthcare,Bengaluru,Remote,Executive,"Bioinformatics, Python",2660000,3817272,2026-01-24
JOB-204747,Bioinformatics Scientist,Healthcare,Delhi,Remote,Senior,"Healthcare Data, SQL",1541188,2013971,2026-04-23
JOB-204748,SEO Specialist,Marketing,Mumbai,Remote,Entry-Level,Content Writing,392966,506197,2026-02-28
JOB-204749,SEO Specialist,Marketing,Pune,Remote,Mid-Level,Social Media Management,1139386,1427127,2026-04-05
JOB-204750,Content Strategist,Marketing,Gurugram,On-Site,Lead,Content Writing,1939996,2569051,2026-01-04
JOB-204751,Product Manager,IT & Tech,Bengaluru,Remote,Senior,"Cybersecurity, Network",1678020,2337686,2026-02-19
JOB-204752,Software Engineer,IT & Tech,Hyderabad,Hybrid,Entry-Level,"SQL, Tableau, Power BI",1376455,2057145,2026-01-27
JOB-204753,Bioinformatics Scientist,Healthcare,Pune,On-Site,Mid-Level,Hospital Administration,1362040,1758628,2026-02-04
JOB-204754,Product Manager,IT & Tech,Delhi,On-Site,Lead,"SQL, Tableau, Power BI",2185308,3194625,2026-05-20
JOB-204755,Bioinformatics Scientist,Healthcare,Delhi,Remote,Lead,Hospital Administration,2066353,2889762,2026-03-08
JOB-204756,Risk Manager,Finance,Noida,On-Site,Mid-Level,"Financial Modeling, Excel",1194681,1737796,2026-03-21
JOB-204757,Healthcare Administrator,Healthcare,Hyderabad,Remote,Lead,"Healthcare Data, SQL",1761678,2202703,2026-01-09
JOB-204758,Content Strategist,Marketing,Chennai,On-Site,Lead,"SEO, Google Analytics",1789307,2602653,2026-04-22
JOB-204759,Social Media Expert,Marketing,Hyderabad,Hybrid,Executive,Digital Marketing,2815814,4157692,2026-05-07
JOB-204760,Social Media Expert,Marketing,Mumbai,Remote,Senior,Content Writing,1443215,2014829,2026-05-04
JOB-204761,Product Manager,IT & Tech,Chennai,Hybrid,Lead,"React, Node.js",2615192,3294539,2026-01-03
JOB-204762,Financial Analyst,Finance,Chennai,Hybrid,Mid-Level,"Financial Modeling, Excel",1185946,1587439,2026-02-04
JOB-204763,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Executive,"Healthcare Data, SQL",2700493,3785524,2026-01-04
JOB-204764,Bioinformatics Scientist,Healthcare,Chennai,Remote,Senior,"Healthcare Data, SQL",1533324,1870208,2026-02-14
JOB-204765,Social Media Expert,Marketing,Pune,Remote,Mid-Level,Digital Marketing,1085117,1489352,2026-01-16
JOB-204766,Clinical Data Analyst,Healthcare,Delhi,Remote,Senior,"Bioinformatics, Python",1507440,2066250,2026-05-17
JOB-204767,Investment Banker,Finance,Pune,Remote,Entry-Level,Investment Analysis,710623,1057026,2026-05-20
JOB-204768,DevOps Engineer,IT & Tech,Chennai,Remote,Lead,"SQL, Tableau, Power BI",1936830,2790501,2026-04-29
JOB-204769,Financial Analyst,Finance,Noida,On-Site,Senior,"Accounting, Tally",1414986,2038721,2026-05-14
JOB-204770,Social Media Expert,Marketing,Pune,On-Site,Lead,Social Media Management,1663782,2307487,2026-04-20
JOB-204771,SEO Specialist,Marketing,Mumbai,Remote,Lead,Social Media Management,1708597,2072149,2026-04-28
JOB-204772,Software Engineer,IT & Tech,Gurugram,Remote,Executive,"AWS, Docker",2889590,3775637,2026-04-13
JOB-204773,Investment Banker,Finance,Noida,On-Site,Entry-Level,Risk Assessment,741645,1009827,2026-02-19
JOB-204774,Data Scientist,IT & Tech,Pune,Hybrid,Mid-Level,"Python, SQL",1187759,1617965,2026-03-29
JOB-204775,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Executive,"Healthcare Data, SQL",2844004,4176924,2026-04-22
JOB-204776,Healthcare Administrator,Healthcare,Bengaluru,Hybrid,Entry-Level,"Bioinformatics, Python",828446,1042731,2026-03-22
JOB-204777,Accountant,Finance,Noida,Remote,Lead,Investment Analysis,1915160,2663274,2026-01-15
JOB-204778,Investment Banker,Finance,Bengaluru,Hybrid,Lead,"Accounting, Tally",2146363,2933561,2026-02-01
JOB-204779,Accountant,Finance,Hyderabad,Hybrid,Lead,Risk Assessment,2229942,2990243,2026-04-19
JOB-204780,Accountant,Finance,Hyderabad,Remote,Executive,"Accounting, Tally",2899002,4027132,2026-03-03
JOB-204781,DevOps Engineer,IT & Tech,Hyderabad,On-Site,Entry-Level,"React, Node.js",1340080,1757228,2026-01-27
JOB-204782,Software Engineer,IT & Tech,Delhi,Remote,Senior,"AWS, Docker",2240035,3261057,2026-03-19
JOB-204783,Healthcare Administrator,Healthcare,Chennai,Hybrid,Lead,"Healthcare Data, SQL",1932125,2340907,2026-03-20
JOB-204784,Clinical Data Analyst,Healthcare,Chennai,Remote,Entry-Level,Hospital Administration,740160,938223,2026-04-04
JOB-204785,Clinical Data Analyst,Healthcare,Chennai,On-Site,Entry-Level,"Bioinformatics, Python",675312,980018,2026-03-01
JOB-204786,Accountant,Finance,Gurugram,Hybrid,Entry-Level,"Accounting, Tally",632464,886722,2026-02-27
JOB-204787,Clinical Data Analyst,Healthcare,Bengaluru,Remote,Executive,Hospital Administration,2485594,3228909,2026-01-28
JOB-204788,Software Engineer,IT & Tech,Hyderabad,On-Site,Lead,"AWS, Docker",2203418,2810254,2026-03-02
JOB-204789,Marketing Manager,Marketing,Gurugram,On-Site,Lead,Digital Marketing,1608221,2102865,2026-03-23
JOB-204790,Cloud Architect,IT & Tech,Bengaluru,On-Site,Executive,"Cybersecurity, Network",3372933,4513959,2026-04-21
JOB-204791,SEO Specialist,Marketing,Delhi,On-Site,Entry-Level,Digital Marketing,589515,753748,2026-03-01
JOB-204792,Marketing Manager,Marketing,Mumbai,On-Site,Lead,Social Media Management,1879085,2452647,2026-04-26
JOB-204793,Investment Banker,Finance,Bengaluru,Remote,Senior,Risk Assessment,1353802,1953736,2026-03-25
JOB-204794,Accountant,Finance,Delhi,On-Site,Senior,Risk Assessment,1693701,2250732,2026-03-02
JOB-204795,Marketing Manager,Marketing,Chennai,Hybrid,Mid-Level,Digital Marketing,1233385,1624978,2026-02-12
JOB-204796,Clinical Data Analyst,Healthcare,Hyderabad,On-Site,Senior,Hospital Administration,1376002,2017412,2026-04-08
JOB-204797,SEO Specialist,Marketing,Delhi,Hybrid,Senior,Content Writing,1367556,2041714,2026-04-13
JOB-204798,Marketing Manager,Marketing,Hyderabad,On-Site,Executive,Digital Marketing,2754634,3787348,2026-04-30
JOB-204799,Social Media Expert,Marketing,Pune,Hybrid,Executive,Social Media Management,2811329,3556172,2026-04-28
JOB-204800,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Entry-Level,"Bioinformatics, Python",780038,1156723,2026-03-24
JOB-204801,Investment Banker,Finance,Gurugram,On-Site,Entry-Level,"Financial Modeling, Excel",509313,716294,2026-04-17
JOB-204802,Product Manager,IT & Tech,Noida,Remote,Executive,"React, Node.js",2775884,4032778,2026-04-11
JOB-204803,Risk Manager,Finance,Mumbai,On-Site,Senior,Risk Assessment,1638825,2114756,2026-04-13
JOB-204804,Content Strategist,Marketing,Hyderabad,On-Site,Executive,Content Writing,2891083,4137008,2026-04-06
JOB-204805,Investment Banker,Finance,Pune,Remote,Entry-Level,"Financial Modeling, Excel",510116,665407,2026-03-19
JOB-204806,Financial Analyst,Finance,Noida,On-Site,Executive,"Accounting, Tally",2551746,3742957,2026-01-09
JOB-204807,Product Manager,IT & Tech,Hyderabad,Hybrid,Mid-Level,"React, Node.js",1077946,1329169,2026-01-28
JOB-204808,DevOps Engineer,IT & Tech,Noida,On-Site,Executive,"Python, SQL",3469555,4356839,2026-03-20
JOB-204809,Investment Banker,Finance,Mumbai,Hybrid,Entry-Level,"Financial Modeling, Excel",558999,797870,2026-01-08
JOB-204810,Software Engineer,IT & Tech,Chennai,Hybrid,Mid-Level,"Java, Spring Boot",1387362,1690252,2026-01-18
JOB-204811,Healthcare Administrator,Healthcare,Gurugram,On-Site,Mid-Level,"Bioinformatics, Python",1059865,1525458,2026-04-09
JOB-204812,Clinical Data Analyst,Healthcare,Hyderabad,Remote,Senior,Hospital Administration,1462350,1976648,2026-03-22
JOB-204813,Investment Banker,Finance,Hyderabad,Hybrid,Senior,Investment Analysis,1964670,2935930,2026-03-24
JOB-204814,Software Engineer,IT & Tech,Bengaluru,Hybrid,Senior,"Python, SQL",2105502,2676474,2026-04-02
JOB-204815,Healthcare Administrator,Healthcare,Chennai,On-Site,Executive,"Healthcare Data, SQL",2943595,4372113,2026-02-20
JOB-204816,Risk Manager,Finance,Pune,Remote,Lead,Investment Analysis,1665594,2160714,2026-01-23
JOB-204817,Marketing Manager,Marketing,Noida,Hybrid,Entry-Level,Social Media Management,408793,516584,2026-01-28
JOB-204818,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Mid-Level,"Healthcare Data, SQL",1302973,1663172,2026-01-13
JOB-204819,SEO Specialist,Marketing,Hyderabad,On-Site,Senior,Content Writing,1567543,1998926,2026-02-22
JOB-204820,Risk Manager,Finance,Hyderabad,Hybrid,Executive,"Accounting, Tally",2972050,4451812,2026-01-28
JOB-204821,Clinical Data Analyst,Healthcare,Hyderabad,On-Site,Entry-Level,"Bioinformatics, Python",816417,1024993,2026-05-29
JOB-204822,Marketing Manager,Marketing,Gurugram,On-Site,Entry-Level,"SEO, Google Analytics",865270,1268328,2026-02-22
JOB-204823,Social Media Expert,Marketing,Noida,Hybrid,Senior,"SEO, Google Analytics",1692831,2157027,2026-04-12
JOB-204824,Financial Analyst,Finance,Pune,Remote,Executive,Risk Assessment,2531710,3155265,2026-02-25
JOB-204825,Social Media Expert,Marketing,Chennai,On-Site,Mid-Level,Digital Marketing,1089489,1616159,2026-02-09
JOB-204826,Software Engineer,IT & Tech,Noida,Remote,Senior,"Python, SQL",1775250,2402687,2026-02-02
JOB-204827,Investment Banker,Finance,Hyderabad,Remote,Entry-Level,Risk Assessment,685997,924615,2026-02-24
JOB-204828,Software Engineer,IT & Tech,Hyderabad,Hybrid,Executive,"React, Node.js",3457922,4768390,2026-05-14
JOB-204829,SEO Specialist,Marketing,Pune,Remote,Entry-Level,Digital Marketing,378905,454759,2026-01-05
JOB-204830,Bioinformatics Scientist,Healthcare,Bengaluru,On-Site,Lead,"Healthcare Data, SQL",1785450,2244147,2026-04-25
JOB-204831,Bioinformatics Scientist,Healthcare,Delhi,Remote,Lead,"Bioinformatics, Python",1783825,2382677,2026-05-30
JOB-204832,Investment Banker,Finance,Mumbai,On-Site,Entry-Level,"Financial Modeling, Excel",512146,742641,2026-05-08
JOB-204833,Software Engineer,IT & Tech,Mumbai,On-Site,Senior,"Python, Machine Learning",1482131,2093937,2026-04-17
JOB-204834,Financial Analyst,Finance,Mumbai,Remote,Lead,"Accounting, Tally",2236825,2893151,2026-04-18
JOB-204835,DevOps Engineer,IT & Tech,Mumbai,Hybrid,Senior,"Java, Spring Boot",1409391,1970715,2026-04-20
JOB-204836,Financial Analyst,Finance,Bengaluru,On-Site,Entry-Level,"Accounting, Tally",777272,1126678,2026-05-05
JOB-204837,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Senior,"Healthcare Data, SQL",1300830,1573605,2026-03-20
JOB-204838,Marketing Manager,Marketing,Noida,On-Site,Executive,"SEO, Google Analytics",2525006,3391594,2026-05-26
JOB-204839,DevOps Engineer,IT & Tech,Hyderabad,Remote,Mid-Level,"Java, Spring Boot",1251644,1738121,2026-02-08
JOB-204840,Healthcare Administrator,Healthcare,Chennai,Hybrid,Executive,"Healthcare Data, SQL",2868172,4274837,2026-04-03
JOB-204841,Cloud Architect,IT & Tech,Gurugram,Remote,Mid-Level,"SQL, Tableau, Power BI",1241971,1858883,2026-01-27
JOB-204842,Healthcare Administrator,Healthcare,Chennai,Remote,Executive,"Bioinformatics, Python",2713685,3262253,2026-01-02
JOB-204843,Healthcare Administrator,Healthcare,Delhi,Hybrid,Mid-Level,"Healthcare Data, SQL",1352431,1761089,2026-01-11
JOB-204844,Bioinformatics Scientist,Healthcare,Noida,On-Site,Executive,"Bioinformatics, Python",2703334,3303314,2026-01-04
JOB-204845,Accountant,Finance,Noida,Remote,Lead,Risk Assessment,2190035,2751581,2026-05-15
JOB-204846,Content Strategist,Marketing,Gurugram,On-Site,Lead,Content Writing,1771484,2545018,2026-04-17
JOB-204847,Investment Banker,Finance,Bengaluru,Remote,Entry-Level,"Financial Modeling, Excel",677721,872999,2026-02-25
JOB-204848,Clinical Data Analyst,Healthcare,Chennai,Remote,Executive,Hospital Administration,2938888,4203458,2026-03-17
JOB-204849,Product Manager,IT & Tech,Gurugram,Remote,Lead,"React, Node.js",1808270,2632927,2026-05-13
JOB-204850,Healthcare Administrator,Healthcare,Hyderabad,Hybrid,Mid-Level,Hospital Administration,1123709,1501931,2026-03-12
JOB-204851,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Executive,Hospital Administration,2497279,3289782,2026-05-09
JOB-204852,DevOps Engineer,IT & Tech,Gurugram,On-Site,Executive,"Python, Machine Learning",2614329,3311783,2026-03-01
JOB-204853,Data Scientist,IT & Tech,Chennai,Hybrid,Mid-Level,"Java, Spring Boot",1731292,2366494,2026-05-30
JOB-204854,Content Strategist,Marketing,Hyderabad,Hybrid,Entry-Level,Digital Marketing,606961,783702,2026-01-15
JOB-204855,Data Scientist,IT & Tech,Delhi,Hybrid,Senior,"Python, SQL",2208570,3037970,2026-04-02
JOB-204856,Risk Manager,Finance,Pune,On-Site,Senior,Investment Analysis,1340439,1852927,2026-02-09
JOB-204857,Financial Analyst,Finance,Hyderabad,Hybrid,Lead,"Accounting, Tally",2355396,3018581,2026-03-18
JOB-204858,Social Media Expert,Marketing,Delhi,Remote,Senior,Social Media Management,1378786,1819754,2026-02-20
JOB-204859,Content Strategist,Marketing,Chennai,Hybrid,Mid-Level,Digital Marketing,1230726,1549276,2026-05-08
JOB-204860,Marketing Manager,Marketing,Bengaluru,On-Site,Entry-Level,"SEO, Google Analytics",506786,624217,2026-03-11
JOB-204861,Risk Manager,Finance,Pune,Hybrid,Executive,Investment Analysis,2554698,3376853,2026-05-11
JOB-204862,Data Scientist,IT & Tech,Gurugram,Hybrid,Entry-Level,"Java, Spring Boot",614299,869288,2026-03-04
JOB-204863,SEO Specialist,Marketing,Delhi,On-Site,Lead,Social Media Management,1866280,2743806,2026-05-30
JOB-204864,Risk Manager,Finance,Delhi,Hybrid,Entry-Level,"Financial Modeling, Excel",980968,1404673,2026-02-14
JOB-204865,Content Strategist,Marketing,Bengaluru,On-Site,Entry-Level,Digital Marketing,843707,1232815,2026-05-29
JOB-204866,Accountant,Finance,Bengaluru,Hybrid,Lead,Risk Assessment,2140159,2894506,2026-02-21
JOB-204867,Product Manager,IT & Tech,Chennai,Hybrid,Executive,"Cybersecurity, Network",3081809,3736814,2026-05-11
JOB-204868,Bioinformatics Scientist,Healthcare,Mumbai,On-Site,Senior,"Bioinformatics, Python",1339367,1819211,2026-04-07
JOB-204869,Data Scientist,IT & Tech,Pune,Hybrid,Entry-Level,"Java, Spring Boot",818642,1019531,2026-04-30
JOB-204870,Risk Manager,Finance,Chennai,On-Site,Entry-Level,Investment Analysis,523338,685717,2026-02-27
JOB-204871,Bioinformatics Scientist,Healthcare,Gurugram,On-Site,Senior,"Healthcare Data, SQL",1590880,2154799,2026-04-27
JOB-204872,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Lead,Hospital Administration,1976056,2556093,2026-02-04
JOB-204873,Cloud Architect,IT & Tech,Delhi,Hybrid,Mid-Level,"Python, Machine Learning",1729309,2468024,2026-01-23
JOB-204874,Clinical Data Analyst,Healthcare,Gurugram,Remote,Executive,"Bioinformatics, Python",2540299,3617957,2026-05-31
JOB-204875,SEO Specialist,Marketing,Chennai,On-Site,Executive,Digital Marketing,2880851,3648198,2026-05-21
JOB-204876,Software Engineer,IT & Tech,Pune,Remote,Executive,"Python, SQL",2916654,3928607,2026-05-31
JOB-204877,Investment Banker,Finance,Bengaluru,Hybrid,Mid-Level,"Financial Modeling, Excel",1523533,2276106,2026-05-15
JOB-204878,Healthcare Administrator,Healthcare,Bengaluru,Hybrid,Lead,"Healthcare Data, SQL",1865974,2270595,2026-03-09
JOB-204879,Accountant,Finance,Delhi,On-Site,Lead,Investment Analysis,1921510,2588173,2026-01-18
JOB-204880,SEO Specialist,Marketing,Pune,Hybrid,Senior,Social Media Management,1243468,1805352,2026-02-10
JOB-204881,Risk Manager,Finance,Gurugram,Hybrid,Lead,Risk Assessment,1730941,2110944,2026-05-14
JOB-204882,Cloud Architect,IT & Tech,Chennai,Remote,Mid-Level,"SQL, Tableau, Power BI",1392204,1711144,2026-05-10
JOB-204883,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Executive,"Bioinformatics, Python",2960743,4179138,2026-03-15
JOB-204884,Risk Manager,Finance,Noida,Remote,Mid-Level,Risk Assessment,1146443,1683495,2026-04-16
JOB-204885,Accountant,Finance,Pune,Hybrid,Entry-Level,Investment Analysis,769853,1082354,2026-03-30
JOB-204886,Investment Banker,Finance,Bengaluru,Remote,Senior,"Financial Modeling, Excel",1676251,2377976,2026-05-24
JOB-204887,Healthcare Administrator,Healthcare,Chennai,Hybrid,Mid-Level,"Bioinformatics, Python",1089242,1348514,2026-01-09
JOB-204888,Data Scientist,IT & Tech,Gurugram,On-Site,Lead,"AWS, Docker",2368192,3316430,2026-02-22
JOB-204889,DevOps Engineer,IT & Tech,Gurugram,Hybrid,Mid-Level,"Python, Machine Learning",1187863,1692188,2026-05-21
JOB-204890,Clinical Data Analyst,Healthcare,Noida,Remote,Lead,"Healthcare Data, SQL",1728530,2190129,2026-02-08
JOB-204891,Data Scientist,IT & Tech,Delhi,Remote,Lead,"AWS, Docker",2004451,2426206,2026-01-17
JOB-204892,Social Media Expert,Marketing,Pune,Hybrid,Lead,Social Media Management,1821655,2261123,2026-01-28
JOB-204893,Clinical Data Analyst,Healthcare,Gurugram,On-Site,Entry-Level,"Bioinformatics, Python",966238,1360156,2026-03-24
JOB-204894,Healthcare Administrator,Healthcare,Delhi,Hybrid,Lead,"Bioinformatics, Python",1779216,2496958,2026-04-24
JOB-204895,Clinical Data Analyst,Healthcare,Hyderabad,Remote,Senior,Hospital Administration,1744094,2110047,2026-04-04
JOB-204896,Investment Banker,Finance,Pune,Hybrid,Senior,Investment Analysis,1523299,1886237,2026-05-17
JOB-204897,Bioinformatics Scientist,Healthcare,Noida,Remote,Mid-Level,"Healthcare Data, SQL",1278708,1637772,2026-02-03
JOB-204898,Bioinformatics Scientist,Healthcare,Gurugram,Remote,Senior,Hospital Administration,1447858,1846533,2026-04-14
JOB-204899,Healthcare Administrator,Healthcare,Bengaluru,Hybrid,Mid-Level,"Bioinformatics, Python",1256978,1745202,2026-02-03
JOB-204900,Marketing Manager,Marketing,Delhi,Remote,Senior,"SEO, Google Analytics",1447888,2000247,2026-02-06
JOB-204901,Marketing Manager,Marketing,Gurugram,On-Site,Mid-Level,Social Media Management,1207209,1610232,2026-02-14
JOB-204902,SEO Specialist,Marketing,Gurugram,Remote,Senior,"SEO, Google Analytics",1609202,2262761,2026-04-23
JOB-204903,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Mid-Level,"Bioinformatics, Python",1082766,1586855,2026-05-11
JOB-204904,SEO Specialist,Marketing,Bengaluru,On-Site,Mid-Level,Social Media Management,1272547,1834450,2026-02-02
JOB-204905,Healthcare Administrator,Healthcare,Bengaluru,On-Site,Senior,"Bioinformatics, Python",1310162,1769575,2026-05-16
JOB-204906,Risk Manager,Finance,Pune,Hybrid,Mid-Level,Risk Assessment,1557808,2190669,2026-04-06
JOB-204907,Risk Manager,Finance,Noida,Remote,Lead,Risk Assessment,2259838,3267242,2026-04-15
JOB-204908,SEO Specialist,Marketing,Delhi,On-Site,Mid-Level,"SEO, Google Analytics",1133668,1588653,2026-04-29
JOB-204909,Healthcare Administrator,Healthcare,Delhi,Remote,Executive,Hospital Administration,2927334,4017308,2026-05-29
JOB-204910,Bioinformatics Scientist,Healthcare,Hyderabad,Hybrid,Executive,Hospital Administration,2962011,3608413,2026-05-23
JOB-204911,Product Manager,IT & Tech,Noida,Hybrid,Senior,"SQL, Tableau, Power BI",1810922,2536647,2026-02-21
JOB-204912,Data Scientist,IT & Tech,Delhi,Remote,Senior,"AWS, Docker",1945347,2870339,2026-03-06
JOB-204913,Financial Analyst,Finance,Mumbai,On-Site,Executive,"Financial Modeling, Excel",3129343,4282060,2026-05-02
JOB-204914,Healthcare Administrator,Healthcare,Noida,Hybrid,Lead,"Healthcare Data, SQL",2181529,3068831,2026-05-28
JOB-204915,Healthcare Administrator,Healthcare,Bengaluru,Hybrid,Executive,"Bioinformatics, Python",2743045,3876967,2026-01-30
JOB-204916,Financial Analyst,Finance,Noida,On-Site,Mid-Level,"Accounting, Tally",1481007,2025013,2026-02-16
JOB-204917,Investment Banker,Finance,Delhi,On-Site,Entry-Level,"Financial Modeling, Excel",1073585,1290173,2026-04-08
JOB-204918,Clinical Data Analyst,Healthcare,Delhi,Remote,Lead,"Bioinformatics, Python",1758477,2568204,2026-05-15
JOB-204919,Investment Banker,Finance,Hyderabad,Remote,Mid-Level,Investment Analysis,1205877,1463010,2026-01-16
JOB-204920,Healthcare Administrator,Healthcare,Bengaluru,Hybrid,Mid-Level,Hospital Administration,966176,1174393,2026-03-13
JOB-204921,Data Scientist,IT & Tech,Delhi,On-Site,Executive,"Cybersecurity, Network",3339539,4137050,2026-02-07
JOB-204922,Healthcare Administrator,Healthcare,Pune,Hybrid,Executive,Hospital Administration,2662205,3850866,2026-01-08
JOB-204923,SEO Specialist,Marketing,Chennai,On-Site,Executive,Content Writing,2674186,3240632,2026-02-02
JOB-204924,Investment Banker,Finance,Noida,Remote,Entry-Level,Risk Assessment,973334,1241499,2026-05-21
JOB-204925,Cloud Architect,IT & Tech,Chennai,Hybrid,Lead,"Python, Machine Learning",2037269,2720591,2026-04-24
JOB-204926,Data Scientist,IT & Tech,Chennai,Remote,Entry-Level,"Python, SQL",1023239,1253478,2026-01-15
JOB-204927,Software Engineer,IT & Tech,Bengaluru,Remote,Entry-Level,"Java, Spring Boot",896954,1227495,2026-01-09
JOB-204928,Software Engineer,IT & Tech,Mumbai,Remote,Entry-Level,"AWS, Docker",1403593,1768710,2026-01-08
JOB-204929,Financial Analyst,Finance,Delhi,Remote,Lead,"Accounting, Tally",1846401,2767887,2026-01-04
JOB-204930,Marketing Manager,Marketing,Mumbai,Remote,Entry-Level,Social Media Management,721544,931950,2026-03-29
JOB-204931,Content Strategist,Marketing,Gurugram,Remote,Lead,Social Media Management,1935192,2815137,2026-04-25
JOB-204932,Risk Manager,Finance,Hyderabad,On-Site,Lead,"Financial Modeling, Excel",1772631,2194998,2026-05-26
JOB-204933,Software Engineer,IT & Tech,Delhi,Remote,Executive,"Python, Machine Learning",3342176,4567943,2026-01-30
JOB-204934,Marketing Manager,Marketing,Noida,On-Site,Entry-Level,Content Writing,894059,1274495,2026-05-28
JOB-204935,Risk Manager,Finance,Hyderabad,On-Site,Entry-Level,Risk Assessment,859804,1084295,2026-02-18
JOB-204936,Risk Manager,Finance,Pune,On-Site,Executive,"Accounting, Tally",2752665,3334125,2026-03-14
JOB-204937,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Mid-Level,"Bioinformatics, Python",1178996,1423850,2026-04-21
JOB-204938,Bioinformatics Scientist,Healthcare,Noida,Hybrid,Entry-Level,"Healthcare Data, SQL",957280,1390969,2026-05-19
JOB-204939,Product Manager,IT & Tech,Mumbai,On-Site,Entry-Level,"Python, Machine Learning",1038670,1360127,2026-01-08
JOB-204940,SEO Specialist,Marketing,Pune,Remote,Executive,Digital Marketing,2522388,3257664,2026-01-23
JOB-204941,Risk Manager,Finance,Hyderabad,Remote,Executive,"Financial Modeling, Excel",2789232,3560873,2026-03-03
JOB-204942,Bioinformatics Scientist,Healthcare,Pune,On-Site,Lead,Hospital Administration,2189194,2797739,2026-02-11
JOB-204943,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Mid-Level,"Bioinformatics, Python",1051418,1448672,2026-05-04
JOB-204944,Cybersecurity Analyst,IT & Tech,Noida,Hybrid,Entry-Level,"Python, Machine Learning",1097432,1347341,2026-03-25
JOB-204945,Bioinformatics Scientist,Healthcare,Bengaluru,Remote,Senior,"Healthcare Data, SQL",1419591,1991121,2026-05-04
JOB-204946,Bioinformatics Scientist,Healthcare,Mumbai,Hybrid,Lead,Hospital Administration,1932376,2786762,2026-03-08
JOB-204947,SEO Specialist,Marketing,Hyderabad,Hybrid,Executive,Digital Marketing,2739773,3634903,2026-04-17
JOB-204948,Investment Banker,Finance,Pune,Hybrid,Executive,Risk Assessment,2738237,4050083,2026-04-28
JOB-204949,Accountant,Finance,Bengaluru,Hybrid,Senior,Risk Assessment,1376793,2018304,2026-02-28
JOB-204950,Investment Banker,Finance,Gurugram,Remote,Executive,Risk Assessment,2481103,3582931,2026-05-22
JOB-204951,Content Strategist,Marketing,Gurugram,Remote,Executive,Content Writing,2738140,3387478,2026-02-25
JOB-204952,Financial Analyst,Finance,Pune,Remote,Mid-Level,"Financial Modeling, Excel",1389541,2062484,2026-05-15
JOB-204953,Risk Manager,Finance,Chennai,On-Site,Entry-Level,Investment Analysis,971354,1372520,2026-03-19
JOB-204954,Investment Banker,Finance,Hyderabad,Hybrid,Senior,Risk Assessment,1728061,2422237,2026-03-05
JOB-204955,Social Media Expert,Marketing,Pune,Remote,Senior,Content Writing,1162046,1623741,2026-03-22
JOB-204956,Content Strategist,Marketing,Pune,Hybrid,Lead,"SEO, Google Analytics",2040510,2491811,2026-05-25
JOB-204957,Financial Analyst,Finance,Hyderabad,Remote,Mid-Level,"Accounting, Tally",1152255,1464489,2026-02-16
JOB-204958,Marketing Manager,Marketing,Pune,Remote,Senior,Digital Marketing,1619690,2094938,2026-04-09
JOB-204959,Healthcare Administrator,Healthcare,Bengaluru,Remote,Executive,Hospital Administration,2731519,3559205,2026-03-07
JOB-204960,Cybersecurity Analyst,IT & Tech,Gurugram,On-Site,Senior,"Python, SQL",1638881,1997413,2026-02-07
JOB-204961,Clinical Data Analyst,Healthcare,Gurugram,Hybrid,Entry-Level,"Healthcare Data, SQL",795911,956353,2026-01-20
JOB-204962,SEO Specialist,Marketing,Gurugram,Remote,Mid-Level,"SEO, Google Analytics",1182828,1558004,2026-01-06
JOB-204963,Risk Manager,Finance,Chennai,Remote,Senior,Investment Analysis,1801965,2615968,2026-01-02
JOB-204964,Software Engineer,IT & Tech,Pune,Hybrid,Lead,"Python, SQL",2318814,2870101,2026-04-20
JOB-204965,Clinical Data Analyst,Healthcare,Pune,Hybrid,Entry-Level,"Healthcare Data, SQL",590927,725507,2026-01-28
JOB-204966,SEO Specialist,Marketing,Chennai,Remote,Senior,Social Media Management,1440738,2134209,2026-04-22
JOB-204967,Product Manager,IT & Tech,Delhi,On-Site,Senior,"Python, SQL",1487049,1966299,2026-05-25
JOB-204968,Healthcare Administrator,Healthcare,Bengaluru,Remote,Senior,"Healthcare Data, SQL",1276954,1910886,2026-03-09
JOB-204969,Investment Banker,Finance,Mumbai,Remote,Entry-Level,Investment Analysis,567719,714342,2026-05-22
JOB-204970,Investment Banker,Finance,Pune,Remote,Executive,Risk Assessment,2951112,4217976,2026-02-02
JOB-204971,Cloud Architect,IT & Tech,Pune,Hybrid,Entry-Level,"Python, SQL",760682,1009315,2026-05-05
JOB-204972,Clinical Data Analyst,Healthcare,Delhi,Hybrid,Lead,"Bioinformatics, Python",2004186,2670314,2026-01-18
